Year,Period,Label,Value,12-Month % Change,Month
1967,M10,1967 Oct,35.1,3.2,10/31/1967
1967,M11,1967 Nov,35.2,3.5,11/30/1967
1967,M12,1967 Dec,35.4,3.8,12/31/1967
1968,M01,1968 Jan,35.5,3.8,1/31/1968
1968,M02,1968 Feb,35.7,4.4,2/29/1968
1968,M03,1968 Mar,35.8,4.4,3/31/1968
1968,M04,1968 Apr,35.9,4.4,4/30/1968
1968,M05,1968 May,36,4.3,5/31/1968
1968,M06,1968 Jun,36.2,4.6,6/30/1968
1968,M07,1968 Jul,36.4,4.9,7/31/1968
1968,M08,1968 Aug,36.5,4.6,8/31/1968
1968,M09,1968 Sep,36.7,4.9,9/30/1968
1968,M10,1968 Oct,36.9,5.1,10/31/1968
1968,M11,1968 Nov,37.1,5.4,11/30/1968
1968,M12,1968 Dec,37.2,5.1,12/31/1968
1969,M01,1969 Jan,37.3,5.1,1/31/1969
1969,M02,1969 Feb,37.6,5.3,2/28/1969
1969,M03,1969 Mar,37.8,5.6,3/31/1969
1969,M04,1969 Apr,38.1,6.1,4/30/1969
1969,M05,1969 May,38.1,5.8,5/31/1969
1969,M06,1969 Jun,38.3,5.8,6/30/1969
1969,M07,1969 Jul,38.5,5.8,7/31/1969
1969,M08,1969 Aug,38.7,6,8/31/1969
1969,M09,1969 Sep,38.9,6,9/30/1969
1969,M10,1969 Oct,39.1,6,10/31/1969
1969,M11,1969 Nov,39.2,5.7,11/30/1969
1969,M12,1969 Dec,39.4,5.9,12/31/1969
1970,M01,1970 Jan,39.6,6.2,1/31/1970
1970,M02,1970 Feb,39.8,5.9,2/28/1970
1970,M03,1970 Mar,40.1,6.1,3/31/1970
1970,M04,1970 Apr,40.4,6,4/30/1970
1970,M05,1970 May,40.5,6.3,5/31/1970
1970,M06,1970 Jun,40.8,6.5,6/30/1970
1970,M07,1970 Jul,40.9,6.2,7/31/1970
1970,M08,1970 Aug,41.1,6.2,8/31/1970
1970,M09,1970 Sep,41.3,6.2,9/30/1970
1970,M10,1970 Oct,41.5,6.1,10/31/1970
1970,M11,1970 Nov,41.8,6.6,11/30/1970
1970,M12,1970 Dec,42,6.6,12/31/1970
1971,M01,1971 Jan,42.1,6.3,1/31/1971
1971,M02,1971 Feb,42.2,6,2/28/1971
1971,M03,1971 Mar,42.2,5.2,3/31/1971
1971,M04,1971 Apr,42.4,5,4/30/1971
1971,M05,1971 May,42.6,5.2,5/31/1971
1971,M06,1971 Jun,42.8,4.9,6/30/1971
1971,M07,1971 Jul,42.9,4.9,7/31/1971
1971,M08,1971 Aug,43,4.6,8/31/1971
1971,M09,1971 Sep,43,4.1,9/30/1971
1971,M10,1971 Oct,43.1,3.9,10/31/1971
1971,M11,1971 Nov,43.2,3.3,11/30/1971
1971,M12,1971 Dec,43.3,3.1,12/31/1971
1972,M01,1972 Jan,43.5,3.3,1/31/1972
1972,M02,1972 Feb,43.6,3.3,2/29/1972
1972,M03,1972 Mar,43.6,3.3,3/31/1972
1972,M04,1972 Apr,43.8,3.3,4/30/1972
1972,M05,1972 May,43.9,3.1,5/31/1972
1972,M06,1972 Jun,44,2.8,6/30/1972
1972,M07,1972 Jul,44.1,2.8,7/31/1972
1972,M08,1972 Aug,44.3,3,8/31/1972
1972,M09,1972 Sep,44.3,3,9/30/1972
1972,M10,1972 Oct,44.4,3,10/31/1972
1972,M11,1972 Nov,44.4,2.8,11/30/1972
1972,M12,1972 Dec,44.6,3,12/31/1972
1973,M01,1973 Jan,44.6,2.5,1/31/1973
1973,M02,1973 Feb,44.8,2.8,2/28/1973
1973,M03,1973 Mar,45,3.2,3/31/1973
1973,M04,1973 Apr,45.1,3,4/30/1973
1973,M05,1973 May,45.3,3.2,5/31/1973
1973,M06,1973 Jun,45.4,3.2,6/30/1973
1973,M07,1973 Jul,45.5,3.2,7/31/1973
1973,M08,1973 Aug,45.7,3.2,8/31/1973
1973,M09,1973 Sep,46,3.8,9/30/1973
1973,M10,1973 Oct,46.3,4.3,10/31/1973
1973,M11,1973 Nov,46.5,4.7,11/30/1973
1973,M12,1973 Dec,46.7,4.7,12/31/1973
1974,M01,1974 Jan,46.9,5.2,1/31/1974
1974,M02,1974 Feb,47.2,5.4,2/28/1974
1974,M03,1974 Mar,47.6,5.8,3/31/1974
1974,M04,1974 Apr,47.9,6.2,4/30/1974
1974,M05,1974 May,48.5,7.1,5/31/1974
1974,M06,1974 Jun,49,7.9,6/30/1974
1974,M07,1974 Jul,49.5,8.8,7/31/1974
1974,M08,1974 Aug,50.2,9.8,8/31/1974
1974,M09,1974 Sep,50.7,10.2,9/30/1974
1974,M10,1974 Oct,51.2,10.6,10/31/1974
1974,M11,1974 Nov,51.6,11,11/30/1974
1974,M12,1974 Dec,52,11.3,12/31/1974
1975,M01,1975 Jan,52.3,11.5,1/31/1975
1975,M02,1975 Feb,52.8,11.9,2/28/1975
1975,M03,1975 Mar,53,11.3,3/31/1975
1975,M04,1975 Apr,53.3,11.3,4/30/1975
1975,M05,1975 May,53.5,10.3,5/31/1975
1975,M06,1975 Jun,53.8,9.8,6/30/1975
1975,M07,1975 Jul,54,9.1,7/31/1975
1975,M08,1975 Aug,54.2,8,8/31/1975
1975,M09,1975 Sep,54.5,7.5,9/30/1975
1975,M10,1975 Oct,54.8,7,10/31/1975
1975,M11,1975 Nov,55.2,7,11/30/1975
1975,M12,1975 Dec,55.5,6.7,12/31/1975
1976,M01,1976 Jan,55.9,6.9,1/31/1976
1976,M02,1976 Feb,56.2,6.4,2/29/1976
1976,M03,1976 Mar,56.5,6.6,3/31/1976
1976,M04,1976 Apr,56.7,6.4,4/30/1976
1976,M05,1976 May,57,6.5,5/31/1976
1976,M06,1976 Jun,57.2,6.3,6/30/1976
1976,M07,1976 Jul,57.6,6.7,7/31/1976
1976,M08,1976 Aug,57.9,6.8,8/31/1976
1976,M09,1976 Sep,58.2,6.8,9/30/1976
1976,M10,1976 Oct,58.5,6.8,10/31/1976
1976,M11,1976 Nov,58.7,6.3,11/30/1976
1976,M12,1976 Dec,58.9,6.1,12/31/1976
1977,M01,1977 Jan,59.3,6.1,1/31/1977
1977,M02,1977 Feb,59.7,6.2,2/28/1977
1977,M03,1977 Mar,60,6.2,3/31/1977
1977,M04,1977 Apr,60.3,6.3,4/30/1977
1977,M05,1977 May,60.6,6.3,5/31/1977
1977,M06,1977 Jun,61,6.6,6/30/1977
1977,M07,1977 Jul,61.2,6.3,7/31/1977
1977,M08,1977 Aug,61.5,6.2,8/31/1977
1977,M09,1977 Sep,61.8,6.2,9/30/1977
1977,M10,1977 Oct,62,6,10/31/1977
1977,M11,1977 Nov,62.3,6.1,11/30/1977
1977,M12,1977 Dec,62.7,6.5,12/31/1977
1978,M01,1978 Jan,63.1,6.4,1/31/1978
1978,M02,1978 Feb,63.4,6.2,2/28/1978
1978,M03,1978 Mar,63.8,6.3,3/31/1978
1978,M04,1978 Apr,64.3,6.6,4/30/1978
1978,M05,1978 May,64.7,6.8,5/31/1978
1978,M06,1978 Jun,65.2,6.9,6/30/1978
1978,M07,1978 Jul,65.6,7.2,7/31/1978
1978,M08,1978 Aug,66.1,7.5,8/31/1978
1978,M09,1978 Sep,66.7,7.9,9/30/1978
1978,M10,1978 Oct,67.2,8.4,10/31/1978
1978,M11,1978 Nov,67.6,8.5,11/30/1978
1978,M12,1978 Dec,68,8.5,12/31/1978
1979,M01,1979 Jan,68.5,8.6,1/31/1979
1979,M02,1979 Feb,69.2,9.1,2/28/1979
1979,M03,1979 Mar,69.8,9.4,3/31/1979
1979,M04,1979 Apr,70.3,9.3,4/30/1979
1979,M05,1979 May,70.8,9.4,5/31/1979
1979,M06,1979 Jun,71.3,9.4,6/30/1979
1979,M07,1979 Jul,71.9,9.6,7/31/1979
1979,M08,1979 Aug,72.7,10,8/31/1979
1979,M09,1979 Sep,73.3,9.9,9/30/1979
1979,M10,1979 Oct,74,10.1,10/31/1979
1979,M11,1979 Nov,74.8,10.7,11/30/1979
1979,M12,1979 Dec,75.7,11.3,12/31/1979
1980,M01,1980 Jan,76.7,12,1/31/1980
1980,M02,1980 Feb,77.5,12,2/29/1980
1980,M03,1980 Mar,78.6,12.6,3/31/1980
1980,M04,1980 Apr,79.5,13.1,4/30/1980
1980,M05,1980 May,80.1,13.1,5/31/1980
1980,M06,1980 Jun,81,13.6,6/30/1980
1980,M07,1980 Jul,80.8,12.4,7/31/1980
1980,M08,1980 Aug,81.3,11.8,8/31/1980
1980,M09,1980 Sep,82.1,12,9/30/1980
1980,M10,1980 Oct,83,12.2,10/31/1980
1980,M11,1980 Nov,83.9,12.2,11/30/1980
1980,M12,1980 Dec,84.9,12.2,12/31/1980
1981,M01,1981 Jan,85.4,11.3,1/31/1981
1981,M02,1981 Feb,85.9,10.8,2/28/1981
1981,M03,1981 Mar,86.4,9.9,3/31/1981
1981,M04,1981 Apr,87,9.4,4/30/1981
1981,M05,1981 May,87.8,9.6,5/31/1981
1981,M06,1981 Jun,88.6,9.4,6/30/1981
1981,M07,1981 Jul,89.8,11.1,7/31/1981
1981,M08,1981 Aug,90.7,11.6,8/31/1981
1981,M09,1981 Sep,91.8,11.8,9/30/1981
1981,M10,1981 Oct,92.1,11,10/31/1981
1981,M11,1981 Nov,92.5,10.3,11/30/1981
1981,M12,1981 Dec,93,9.5,12/31/1981
1982,M01,1982 Jan,93.3,9.3,1/31/1982
1982,M02,1982 Feb,93.8,9.2,2/28/1982
1982,M03,1982 Mar,93.9,8.7,3/31/1982
1982,M04,1982 Apr,94.7,8.9,4/30/1982
1982,M05,1982 May,95.4,8.7,5/31/1982
1982,M06,1982 Jun,96.1,8.5,6/30/1982
1982,M07,1982 Jul,96.7,7.7,7/31/1982
1982,M08,1982 Aug,97.1,7.1,8/31/1982
1982,M09,1982 Sep,97.2,5.9,9/30/1982
1982,M10,1982 Oct,97.5,5.9,10/31/1982
1982,M11,1982 Nov,97.3,5.2,11/30/1982
1982,M12,1982 Dec,97.2,4.5,12/31/1982
1983,M01,1983 Jan,97.6,4.6,1/31/1983
1983,M02,1983 Feb,98,4.5,2/28/1983
1983,M03,1983 Mar,98.2,4.6,3/31/1983
1983,M04,1983 Apr,98.6,4.1,4/30/1983
1983,M05,1983 May,98.9,3.7,5/31/1983
1983,M06,1983 Jun,99.2,3.2,6/30/1983
1983,M07,1983 Jul,99.8,3.2,7/31/1983
1983,M08,1983 Aug,100.1,3.1,8/31/1983
1983,M09,1983 Sep,100.5,3.4,9/30/1983
1983,M10,1983 Oct,101,3.6,10/31/1983
1983,M11,1983 Nov,101.5,4.3,11/30/1983
1983,M12,1983 Dec,101.8,4.7,12/31/1983
1984,M01,1984 Jan,102.5,5,1/31/1984
1984,M02,1984 Feb,102.8,4.9,2/29/1984
1984,M03,1984 Mar,103.2,5.1,3/31/1984
1984,M04,1984 Apr,103.7,5.2,4/30/1984
1984,M05,1984 May,104.1,5.3,5/31/1984
1984,M06,1984 Jun,104.5,5.3,6/30/1984
1984,M07,1984 Jul,105,5.2,7/31/1984
1984,M08,1984 Aug,105.4,5.3,8/31/1984
1984,M09,1984 Sep,105.8,5.3,9/30/1984
1984,M10,1984 Oct,106.2,5.1,10/31/1984
1984,M11,1984 Nov,106.4,4.8,11/30/1984
1984,M12,1984 Dec,106.8,4.9,12/31/1984
1985,M01,1985 Jan,107.1,4.5,1/31/1985
1985,M02,1985 Feb,107.7,4.8,2/28/1985
1985,M03,1985 Mar,108.1,4.7,3/31/1985
1985,M04,1985 Apr,108.4,4.5,4/30/1985
1985,M05,1985 May,108.8,4.5,5/31/1985
1985,M06,1985 Jun,109.1,4.4,6/30/1985
1985,M07,1985 Jul,109.4,4.2,7/31/1985
1985,M08,1985 Aug,109.8,4.2,8/31/1985
1985,M09,1985 Sep,110,4,9/30/1985
1985,M10,1985 Oct,110.5,4,10/31/1985
1985,M11,1985 Nov,111.1,4.4,11/30/1985
1985,M12,1985 Dec,111.4,4.3,12/31/1985
1986,M01,1986 Jan,111.9,4.5,1/31/1986
1986,M02,1986 Feb,112.2,4.2,2/28/1986
1986,M03,1986 Mar,112.5,4.1,3/31/1986
1986,M04,1986 Apr,112.9,4.2,4/30/1986
1986,M05,1986 May,113.1,4,5/31/1986
1986,M06,1986 Jun,113.4,3.9,6/30/1986
1986,M07,1986 Jul,113.8,4,7/31/1986
1986,M08,1986 Aug,114.2,4,8/31/1986
1986,M09,1986 Sep,114.6,4.2,9/30/1986
1986,M10,1986 Oct,115,4.1,10/31/1986
1986,M11,1986 Nov,115.3,3.8,11/30/1986
1986,M12,1986 Dec,115.6,3.8,12/31/1986
1987,M01,1987 Jan,115.9,3.6,1/31/1987
1987,M02,1987 Feb,116.2,3.6,2/28/1987
1987,M03,1987 Mar,116.6,3.6,3/31/1987
1987,M04,1987 Apr,117.3,3.9,4/30/1987
1987,M05,1987 May,117.7,4.1,5/31/1987
1987,M06,1987 Jun,117.9,4,6/30/1987
1987,M07,1987 Jul,118.3,4,7/31/1987
1987,M08,1987 Aug,118.7,3.9,8/31/1987
1987,M09,1987 Sep,119.2,4,9/30/1987
1987,M10,1987 Oct,119.8,4.2,10/31/1987
1987,M11,1987 Nov,120.1,4.2,11/30/1987
1987,M12,1987 Dec,120.4,4.2,12/31/1987
1988,M01,1988 Jan,120.9,4.3,1/31/1988
1988,M02,1988 Feb,121.2,4.3,2/29/1988
1988,M03,1988 Mar,121.7,4.4,3/31/1988
1988,M04,1988 Apr,122.3,4.3,4/30/1988
1988,M05,1988 May,122.7,4.2,5/31/1988
1988,M06,1988 Jun,123.2,4.5,6/30/1988
1988,M07,1988 Jul,123.6,4.5,7/31/1988
1988,M08,1988 Aug,124,4.5,8/31/1988
1988,M09,1988 Sep,124.7,4.6,9/30/1988
1988,M10,1988 Oct,125.2,4.5,10/31/1988
1988,M11,1988 Nov,125.6,4.6,11/30/1988
1988,M12,1988 Dec,126,4.7,12/31/1988
1989,M01,1989 Jan,126.5,4.6,1/31/1989
1989,M02,1989 Feb,126.9,4.7,2/28/1989
1989,M03,1989 Mar,127.4,4.7,3/31/1989
1989,M04,1989 Apr,127.8,4.5,4/30/1989
1989,M05,1989 May,128.3,4.6,5/31/1989
1989,M06,1989 Jun,128.8,4.5,6/30/1989
1989,M07,1989 Jul,129.2,4.5,7/31/1989
1989,M08,1989 Aug,129.5,4.4,8/31/1989
1989,M09,1989 Sep,129.9,4.2,9/30/1989
1989,M10,1989 Oct,130.6,4.3,10/31/1989
1989,M11,1989 Nov,131.1,4.4,11/30/1989
1989,M12,1989 Dec,131.6,4.4,12/31/1989
1990,M01,1990 Jan,132.1,4.4,1/31/1990
1990,M02,1990 Feb,132.7,4.6,2/28/1990
1990,M03,1990 Mar,133.5,4.8,3/31/1990
1990,M04,1990 Apr,134,4.9,4/30/1990
1990,M05,1990 May,134.4,4.8,5/31/1990
1990,M06,1990 Jun,135.1,4.9,6/30/1990
1990,M07,1990 Jul,135.8,5.1,7/31/1990
1990,M08,1990 Aug,136.6,5.5,8/31/1990
1990,M09,1990 Sep,137.1,5.5,9/30/1990
1990,M10,1990 Oct,137.6,5.4,10/31/1990
1990,M11,1990 Nov,138,5.3,11/30/1990
1990,M12,1990 Dec,138.6,5.3,12/31/1990
1991,M01,1991 Jan,139.5,5.6,1/31/1991
1991,M02,1991 Feb,140.2,5.7,2/28/1991
1991,M03,1991 Mar,140.5,5.2,3/31/1991
1991,M04,1991 Apr,140.9,5.1,4/30/1991
1991,M05,1991 May,141.3,5.1,5/31/1991
1991,M06,1991 Jun,141.8,5,6/30/1991
1991,M07,1991 Jul,142.3,4.8,7/31/1991
1991,M08,1991 Aug,142.9,4.6,8/31/1991
1991,M09,1991 Sep,143.4,4.6,9/30/1991
1991,M10,1991 Oct,143.7,4.4,10/31/1991
1991,M11,1991 Nov,144.2,4.5,11/30/1991
1991,M12,1991 Dec,144.7,4.4,12/31/1991
1992,M01,1992 Jan,145.1,4,1/31/1992
1992,M02,1992 Feb,145.4,3.7,2/29/1992
1992,M03,1992 Mar,145.9,3.8,3/31/1992
1992,M04,1992 Apr,146.3,3.8,4/30/1992
1992,M05,1992 May,146.8,3.9,5/31/1992
1992,M06,1992 Jun,147.1,3.7,6/30/1992
1992,M07,1992 Jul,147.6,3.7,7/31/1992
1992,M08,1992 Aug,147.9,3.5,8/31/1992
1992,M09,1992 Sep,148.1,3.3,9/30/1992
1992,M10,1992 Oct,148.8,3.5,10/31/1992
1992,M11,1992 Nov,149.2,3.5,11/30/1992
1992,M12,1992 Dec,149.6,3.4,12/31/1992
1993,M01,1993 Jan,150.1,3.4,1/31/1993
1993,M02,1993 Feb,150.6,3.6,2/28/1993
1993,M03,1993 Mar,150.8,3.4,3/31/1993
1993,M04,1993 Apr,151.4,3.5,4/30/1993
1993,M05,1993 May,151.8,3.4,5/31/1993
1993,M06,1993 Jun,152.1,3.4,6/30/1993
1993,M07,1993 Jul,152.3,3.2,7/31/1993
1993,M08,1993 Aug,152.8,3.3,8/31/1993
1993,M09,1993 Sep,152.9,3.2,9/30/1993
1993,M10,1993 Oct,153.4,3.1,10/31/1993
1993,M11,1993 Nov,153.9,3.2,11/30/1993
1993,M12,1993 Dec,154.3,3.1,12/31/1993
1994,M01,1994 Jan,154.5,2.9,1/31/1994
1994,M02,1994 Feb,154.8,2.8,2/28/1994
1994,M03,1994 Mar,155.3,3,3/31/1994
1994,M04,1994 Apr,155.5,2.7,4/30/1994
1994,M05,1994 May,155.9,2.7,5/31/1994
1994,M06,1994 Jun,156.4,2.8,6/30/1994
1994,M07,1994 Jul,156.7,2.9,7/31/1994
1994,M08,1994 Aug,157.1,2.8,8/31/1994
1994,M09,1994 Sep,157.5,3,9/30/1994
1994,M10,1994 Oct,157.8,2.9,10/31/1994
1994,M11,1994 Nov,158.2,2.8,11/30/1994
1994,M12,1994 Dec,158.3,2.6,12/31/1994
1995,M01,1995 Jan,159,2.9,1/31/1995
1995,M02,1995 Feb,159.4,3,2/28/1995
1995,M03,1995 Mar,159.9,3,3/31/1995
1995,M04,1995 Apr,160.4,3.2,4/30/1995
1995,M05,1995 May,160.7,3.1,5/31/1995
1995,M06,1995 Jun,161.1,3,6/30/1995
1995,M07,1995 Jul,161.4,3,7/31/1995
1995,M08,1995 Aug,161.8,3,8/31/1995
1995,M09,1995 Sep,162.2,3,9/30/1995
1995,M10,1995 Oct,162.7,3.1,10/31/1995
1995,M11,1995 Nov,163,3,11/30/1995
1995,M12,1995 Dec,163.1,3,12/31/1995
1996,M01,1996 Jan,163.7,3,1/31/1996
1996,M02,1996 Feb,164,2.9,2/29/1996
1996,M03,1996 Mar,164.4,2.8,3/31/1996
1996,M04,1996 Apr,164.6,2.6,4/30/1996
1996,M05,1996 May,165,2.7,5/31/1996
1996,M06,1996 Jun,165.4,2.7,6/30/1996
1996,M07,1996 Jul,165.7,2.7,7/31/1996
1996,M08,1996 Aug,166,2.6,8/31/1996
1996,M09,1996 Sep,166.5,2.7,9/30/1996
1996,M10,1996 Oct,166.8,2.5,10/31/1996
1996,M11,1996 Nov,167.2,2.6,11/30/1996
1996,M12,1996 Dec,167.4,2.6,12/31/1996
1997,M01,1997 Jan,167.8,2.5,1/31/1997
1997,M02,1997 Feb,168.1,2.5,2/28/1997
1997,M03,1997 Mar,168.4,2.4,3/31/1997
1997,M04,1997 Apr,168.9,2.6,4/30/1997
1997,M05,1997 May,169.2,2.5,5/31/1997
1997,M06,1997 Jun,169.4,2.4,6/30/1997
1997,M07,1997 Jul,169.7,2.4,7/31/1997
1997,M08,1997 Aug,169.8,2.3,8/31/1997
1997,M09,1997 Sep,170.2,2.2,9/30/1997
1997,M10,1997 Oct,170.6,2.3,10/31/1997
1997,M11,1997 Nov,170.8,2.2,11/30/1997
1997,M12,1997 Dec,171.2,2.3,12/31/1997
1998,M01,1998 Jan,171.6,2.3,1/31/1998
1998,M02,1998 Feb,171.9,2.3,2/28/1998
1998,M03,1998 Mar,172.2,2.3,3/31/1998
1998,M04,1998 Apr,172.5,2.1,4/30/1998
1998,M05,1998 May,172.9,2.2,5/31/1998
1998,M06,1998 Jun,173.2,2.2,6/30/1998
1998,M07,1998 Jul,173.5,2.2,7/31/1998
1998,M08,1998 Aug,174,2.5,8/31/1998
1998,M09,1998 Sep,174.2,2.4,9/30/1998
1998,M10,1998 Oct,174.4,2.2,10/31/1998
1998,M11,1998 Nov,174.8,2.3,11/30/1998
1998,M12,1998 Dec,175.4,2.5,12/31/1998
1999,M01,1999 Jan,175.6,2.3,1/31/1999
1999,M02,1999 Feb,175.6,2.2,2/28/1999
1999,M03,1999 Mar,175.7,2,3/31/1999
1999,M04,1999 Apr,176.3,2.2,4/30/1999
1999,M05,1999 May,176.5,2.1,5/31/1999
1999,M06,1999 Jun,176.6,2,6/30/1999
1999,M07,1999 Jul,177.1,2.1,7/31/1999
