Year,Period,Label,Value,12-Month % Change,Month
1977,M11,1977 Nov,62.4,5.9,11/30/1977
1977,M12,1977 Dec,62.7,6.5,12/31/1977
1978,M01,1978 Jan,63,6.4,1/31/1978
1978,M02,1978 Feb,63.2,6.2,2/28/1978
1978,M03,1978 Mar,63.7,6.3,3/31/1978
1978,M04,1978 Apr,64.2,6.5,4/30/1978
1978,M05,1978 May,64.7,6.8,5/31/1978
1978,M06,1978 Jun,65.3,7,6/30/1978
1978,M07,1978 Jul,65.7,7.4,7/31/1978
1978,M08,1978 Aug,66.1,7.5,8/31/1978
1978,M09,1978 Sep,66.8,7.9,9/30/1978
1978,M10,1978 Oct,67.3,8.4,10/31/1978
1978,M11,1978 Nov,67.8,8.7,11/30/1978
1978,M12,1978 Dec,68,8.5,12/31/1978
1979,M01,1979 Jan,68.4,8.6,1/31/1979
1979,M02,1979 Feb,69,9.2,2/28/1979
1979,M03,1979 Mar,69.6,9.3,3/31/1979
1979,M04,1979 Apr,70.2,9.3,4/30/1979
1979,M05,1979 May,70.8,9.4,5/31/1979
1979,M06,1979 Jun,71.4,9.3,6/30/1979
1979,M07,1979 Jul,72,9.6,7/31/1979
1979,M08,1979 Aug,72.7,10,8/31/1979
1979,M09,1979 Sep,73.4,9.9,9/30/1979
1979,M10,1979 Oct,74.1,10.1,10/31/1979
1979,M11,1979 Nov,75,10.6,11/30/1979
1979,M12,1979 Dec,75.7,11.3,12/31/1979
1980,M01,1980 Jan,76.6,12,1/31/1980
1980,M02,1980 Feb,77.3,12,2/29/1980
1980,M03,1980 Mar,78.3,12.5,3/31/1980
1980,M04,1980 Apr,79.3,13,4/30/1980
1980,M05,1980 May,80.2,13.3,5/31/1980
1980,M06,1980 Jun,81.1,13.6,6/30/1980
1980,M07,1980 Jul,80.9,12.4,7/31/1980
1980,M08,1980 Aug,81.3,11.8,8/31/1980
1980,M09,1980 Sep,82.2,12,9/30/1980
1980,M10,1980 Oct,83.2,12.3,10/31/1980
1980,M11,1980 Nov,84.1,12.1,11/30/1980
